store_id,total_sales,total_cost,profit,median_profit,store_status,store_name,store_address,Timings,Services,Image_URL,Reviews,Ratings,About,Store_URL,No_of_Products,Store_City,Contact
1084,237952,158245,79707,53994,profitable,Byadrahalli,"No 15 Balaji Nagar, Magadi Main Road, Vishwaneedam Post Bydrahalli, Opposite College Stop, Bengaluru, Karnataka, 560091",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST1084%2F1.jpg&w=3840&q=75,1004,4.9,"Lenskart Byadrahalli eyewear store is located at Bengaluru. It is one of the best optical stores in Bengaluru with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Byadrahalli is the perfect choice for you. The address of this store is No 15 Balaji Nagar, Magadi Main Road, Vishwaneedam Post Bydrahalli, Opposite College Stop, Bengaluru, Karnataka, 560091, Byadrahalli, Bengaluru, karnataka - 560091.",https://www.lenskart.com/stores/lenskart-com-gorrepalya-gorrepalya-bengaluru-739841/Home,902,Bangalore,8929306414
1395,49111,31822,17289,53994,non_profitable,Metropolis Mall,"1St Floor, Metropolis Mall, Chak Garia2, Santoshpur, Santoshpur, Kolkata, West Bengal, 700094",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1793,4.9,"Lenskart Metropolis Mall eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Metropolis Mall is the perfect choice for you. The address of this store is 1St Floor, Metropolis Mall, Chak Garia2, Santoshpur, Santoshpur, Kolkata, West Bengal, 700094, Metropolis Mall, Kolkata, West Bengal - 700094.",https://www.lenskart.com/stores/lenskart-com-metropolis-mall-santoshpur-kolkata-437385/Home,873,Kolkata,8929289259
1127,254588,167832,86756,53994,profitable,Adambakkam Brindhavan�Road,"5, Sakthi Nagar Main Road, Adambakkam, Near Nayana Petrol Pump, Chennai, Tamil Nadu, 600088",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,2929,4.9,"Lenskart Adambakkam Brindhavan�Road eyewear store is located at Chennai. It is one of the best optical stores in Chennai with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Adambakkam Brindhavan�Road is the perfect choice for you. The address of this store is 5, Sakthi Nagar Main Road, Adambakkam, Near Nayana Petrol Pump, Chennai, Tamil Nadu, 600088, Adambakkam Brindhavan�Road, Chennai, Tamil Nadu - 600088.",https://www.lenskart.com/stores/lenskart-com-adambakkam-adambakkam-chennai-691863/Home,1092,Chennai,8929311301
392,307332,205476,101856,53994,profitable,Malhar Raod,"13 B, Ground Floor, Saraba Nagar, Malhar Road, Opposite Falmez Mall, Ludhiana, Punjab, 141001",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST392%2F7.jpeg&w=3840&q=75,518,4.8,"Lenskart Malhar Raod eyewear store is located at Ludhiana. It is one of the best optical stores in Ludhiana with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Malhar Raod is the perfect choice for you. The address of this store is 13 B, Ground Floor, Saraba Nagar, Malhar Road, Opposite Falmez Mall, Ludhiana, Punjab, 141001, Malhar Raod, Ludhiana, Punjab - 141001.",https://www.lenskart.com/stores/lenskart-com-malhar-raod-malhar-road-ludhiana-663886/Home,905,Ludhiana,8826641392
392,307332,205476,101856,53994,profitable,RS Puram,"Shop No. 581/1, Db Road, Rs Puram, Near Eye Foundation, Coimbatore, Tamil Nadu, 641002",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FST392%2F1.jpeg&w=3840&q=75,2329,4.8,"Lenskart RS Puram eyewear store is located at Coimbatore. It is one of the best optical stores in Coimbatore with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart RS Puram is the perfect choice for you. The address of this store is Shop No. 581/1, Db Road, Rs Puram, Near Eye Foundation, Coimbatore, Tamil Nadu, 641002, RS Puram, Coimbatore, Tamil Nadu - 641002.",https://www.lenskart.com/stores/optometrist-sunglasses-rs-puram-coimbatore-61303/Home,648,Coimbatore,7428890097
1139,186377,121529,64848,53994,profitable,Sulur,"3 & 4A, Ground Floor, Sri Ramana Complex, Trichy Road, Sulur, Near Rvs College Arts & Science, Coimbatore, Tamil Nadu, 641402",10:30 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST1139%2F1.jpg&w=3840&q=75,1506,4.9,"Lenskart Sulur eyewear store is located at Coimbatore. It is one of the best optical stores in Coimbatore with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Sulur is the perfect choice for you. The address of this store is 3 & 4A, Ground Floor, Sri Ramana Complex, Trichy Road, Sulur, Near Rvs College Arts & Science, Coimbatore, Tamil Nadu, 641402, Sulur, Coimbatore, Tamil Nadu - 641402.",https://www.lenskart.com/stores/lenskart-com-sulur-sulur-coimbatore-633051/Home,907,Coimbatore,8929442492
1143,167183,109039,58144,53994,profitable,Vazhuthacaud,"Springs Tc No 44/913, Ground Floor, Vazhuthacaud, Po Thycaud, Vazhuthacaud, Near Reliance Fresh, Thiruvananthapuram, Kerala, 695014",10:30 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST1143%2F1.jpg&w=3840&q=75,1263,4.9,"Lenskart Vazhuthacaud eyewear store is located at Thiruvananthapuram. It is one of the best optical stores in Thiruvananthapuram with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Vazhuthacaud is the perfect choice for you. The address of this store is Springs Tc No 44/913, Ground Floor, Vazhuthacaud, Po Thycaud, Vazhuthacaud, Near Reliance Fresh, Thiruvananthapuram, Kerala, 695014, Vazhuthacaud, Thiruvananthapuram, Kerala - 695014.",https://www.lenskart.com/stores/lenskart-com-vazhthacaud-edapazhanji-trivuvananthapuram-952979/Home,1143,Thiruvananthapuram,8929330380
1339,325141,203367,121774,53994,profitable,Saltlake Purbachal,"IA 259, Sector 3 Saltlake, Near Saltlake Stadium Gate No 1,kolkata, West Bengal, 700097",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,806,4.9,"Lenskart Saltlake Purbachal eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Saltlake Purbachal is the perfect choice for you. The address of this store is IA 259, Sector 3 Saltlake, Near Saltlake Stadium Gate No 1,kolkata, West Bengal, 700097, Saltlake Purbachal, Kolkata, West Bengal - 700097.",https://www.lenskart.com/stores/lenskart-com-saltlake-purbachal-purbachal-kolkata-642732/Home,0,Kolkata,8376801571
1352,111081,73897,37184,53994,non_profitable,Aerohub Airport Mall,"No 1045, Aerohub, MLCP Block, Chennai International Airport, GST Road, Meenambakkam, Chennai, Tamil Nadu, 600027",11:00 AM-10:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1243,4.9,"Lenskart Aerohub Airport Mall eyewear store is located at Chennai. It is one of the best optical stores in Chennai with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Aerohub Airport Mall is the perfect choice for you. The address of this store is No 1045, Aerohub, MLCP Block, Chennai International Airport, GST Road, Meenambakkam, Chennai, Tamil Nadu, 600027, Aerohub Airport Mall, Chennai, Tamil Nadu - 600027.",https://www.lenskart.com/stores/lenskart-com-aerohub-airport-mall-meenambakkam-chennai-862800/Home,1355,Chennai,8743814920
2025,266954,169299,97655,53994,profitable,Paschim Vihar,"Shop No 2, H No 181, Ground Floor, Avtar Enclave, Paschim Vihar, New Delhi, 110063",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,196,5,"Lenskart Paschim Vihar eyewear store is located at New Delhi. It is one of the best optical stores in New Delhi with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Paschim Vihar is the perfect choice for you. The address of this store is Shop No 2, H No 181, Ground Floor, Avtar Enclave, Paschim Vihar, New Delhi, 110063, Paschim Vihar, New Delhi, New Delhi - 110063.",https://www.lenskart.com/stores/lenskart-com-paschim-vihar-paschim-vihar-new-delhi-569488/Home,995,Delhi,9582968260
808,351556,233355,118201,53994,profitable,Taramani Road,"Plot No 13 & 14, Ramagiri Layout, Tharamani Link Road, Velachery, Near Indus Ind Bank, Chennai, Tamil Nadu, 600042",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1442,4.9,"Lenskart Taramani Road eyewear store is located at Chennai. It is one of the best optical stores in Chennai with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Taramani Road is the perfect choice for you. The address of this store is Plot No 13 & 14, Ramagiri Layout, Tharamani Link Road, Velachery, Near Indus Ind Bank, Chennai, Tamil Nadu, 600042, Taramani Road, Chennai, Tamil Nadu - 600042.",https://www.lenskart.com/stores/lenskart-com-taramani-road-velachery-velachery-chennai-919556/Home,1038,Chennai,8587908958
251,80835,51540,29295,53994,non_profitable,Orion Mall Gateway,"Shop No 106, First Floor, Brigade Gateway, Malleshwaram West, Orion Mall Gateway, Bengaluru, Karnataka, 560055",10:30 AM-10:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST251%2F1.jpeg&w=3840&q=75,1007,4.7,"Lenskart Orion Mall Gateway eyewear store is located at Bengaluru. It is one of the best optical stores in Bengaluru with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Orion Mall Gateway is the perfect choice for you. The address of this store is Shop No 106, First Floor, Brigade Gateway, Malleshwaram West, Orion Mall Gateway, Bengaluru, Karnataka, 560055, Orion Mall Gateway, Bengaluru, Karnataka - 560055.",https://www.lenskart.com/stores/optometrist-sunglasses-malleshwaram-west-bangalore-60984/Home,1217,Bangalore,7428891251
879,74365,48964,25401,53994,non_profitable,Jakkur,"Plot No 222, Survey No 98/3, 7Th Block, Jakkur Arkavathy Layout, Bengaluru, Karnataka, 560064",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,693,4.8,"Lenskart Jakkur eyewear store is located at Bengaluru. It is one of the best optical stores in Bengaluru with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Jakkur is the perfect choice for you. The address of this store is Plot No 222, Survey No 98/3, 7Th Block, Jakkur Arkavathy Layout, Bengaluru, Karnataka, 560064, Jakkur, Bengaluru, Karnataka - 560064.",https://www.lenskart.com/stores/lenskart-com-jakkur-jakkur-arkavathy-layout-bengaluru-284563/Home,1047,Bangalore,8929341208
53,429352,283010,146342,53994,profitable,City Light,"Ug 4, Ascon City, City Light, Opposite Maheshwar Bhavan, Surat, Gujarat, 395007",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FST53%2FWhatsApp%2520Image%25202019-12-24%2520at%25203.32.23%2520PM.jpeg&w=3840&q=75,912,4.9,"Lenskart City Light eyewear store is located at Surat. It is one of the best optical stores in Surat with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart City Light is the perfect choice for you. The address of this store is Ug 4, Ascon City, City Light, Opposite Maheshwar Bhavan, Surat, Gujarat, 395007, City Light, Surat, Gujarat - 395007.",https://www.lenskart.com/stores/optometrist-sunglasses-city-light-surat-61282/Home,683,Surat,7428890053
53,429352,283010,146342,53994,profitable,"Sector 17, Vashi","Shop No 2, Ground Floor, Ashiana, Plot No 15, Vashi, Sunflower Road, Mumbai, Maharashtra, 400703",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST53%2FWhatsApp%2520Image%25202019-12-20%2520at%25205.28.00%2520PM.jpeg&w=3840&q=75,658,4.6,"Lenskart Sector 17, Vashi eyewear store is located at Mumbai. It is one of the best optical stores in Mumbai with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Sector 17, Vashi is the perfect choice for you. The address of this store is Shop No 2, Ground Floor, Ashiana, Plot No 15, Vashi, Sunflower Road, Mumbai, Maharashtra, 400703, Sector 17, Vashi, Mumbai, Maharashtra - 400703.",https://www.lenskart.com/stores/optometrist-sunglasses-vashi-sector-17-navi-mumbai-61057/Home,632,Mumbai,7428891053
898,229223,148097,81126,53994,profitable,Anekal Town,"7, Old Mysore Bank Road, Anekal Town, Bengaluru, Karnataka, 562106",11:00 AM-09:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,571,4.9,"Lenskart Anekal Town eyewear store is located at Bengaluru. It is one of the best optical stores in Bengaluru with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Anekal Town is the perfect choice for you. The address of this store is 7, Old Mysore Bank Road, Anekal Town, Bengaluru, Karnataka, 562106, Anekal Town, Bengaluru, Karnataka - 562106.",https://www.lenskart.com/stores/lenskart-com-anekal-anekal-town-bengaluru-951466/Home,855,Bangalore,8929345106
