product_id, title, url, brand, price, frame_size, frame_width, model_no, productKeys, warranty,cost_of_product
118538,Aqualens Daily Disposable 24Hrs,https://www.lenskart.com/aqualens-24-h-daily-disposable-30-lens-per-box.html,null,1790,null,null,Aqualens Daily Disposable 24Hrs,",Eyewear,Contact Lenses,Top Lens Brands,Aqualens Contact Lens",null,1116
121600,Pro Titanium Gunmetal Rimless Rectangle,https://www.lenskart.com/gunmetal-rimless-rectangle-medium-size-52-john-jacobs-titanium-jj-e10640-c2-eyeglasses.html,John Jacobs,5000,Extra Narrow ?,128 mm,JJ E10640,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,3301
122260,Matte Black Golden Full Rim Clubmaster,https://www.lenskart.com/black-grey-full-rim-clubmaster-small-size-53-vincent-chase-polarized-popstar-vc-s10681-p-c2-sunglasses.html,Vincent Chase Polarized,2000,Extra Wide ?,146 mm,VC S10681/P,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1350
123656,Aqualens Spectacle Lens Cleaner Bottle 100 ml,https://www.lenskart.com/aqualens-lens-spray-100-ml.html,Aqualens,110,null,null,Aqualens Spectacle Lens Cleaner Bottle 100 ml,null,null,76
127290,Black Tortoise Full Rim Rectangle,https://www.lenskart.com/tortoise-green-full-rim-rectangle-medium-size-57-john-jacobs-bond-street-jj-s11089-c1-sunglasses.html,John Jacobs,5000,Wide ?,140 mm,JJ S11089,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,3478
128552,Brown Tortoise Full Rim Round,https://www.lenskart.com/vincent-chase-vc-e11262-c2-eyeglasses.html,Vincent Chase,1700,Narrow ?,132 mm,VC E11262,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1169
129277,Acuvue Moist Toric Daily Disposable 10Hrs,https://www.lenskart.com/johnson-johnson-acuvue-moist-for-astigmatism-30-lens-box.html,null,1995,null,null,Acuvue Moist Toric Daily Disposable 10Hrs,",Eyewear,Contact Lenses,Top Lens Brands,Johnson &amp;amp; Johnson Lenses",null,1198
130270,Blue Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e10502-c-2-eyeglasses.html,Vincent Chase,1700,Narrow ?,130 mm,VC E10502,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1168
131013,Black Full Rim Aviator,https://www.lenskart.com/vincent-chase-polarized-vc-s11075-c5-sunglasses.html,Vincent Chase Polarized,1500,Medium ?,138 mm,VC S11075,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,909
131241,Black Tortoise Full Rim Rectangle,https://www.lenskart.com/john-jacobs-jj-e10007-c9-rectangle-eyeglasses.html,John Jacobs,3500,Narrow ?,130 mm,JJ E10007,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2187
131410,Black Full Rim Hexagonal,https://www.lenskart.com/black-golden-full-rim-hexagon-small-size-50-john-jacobs-supreme-steel-jj-e11675-c1-eyeglasses.html,John Jacobs,5000,Medium ?,135 mm,JJ E11675,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,3322
131411,Black Full Rim Hexagonal,https://www.lenskart.com/black-gunmetal-full-rim-hexagon-small-size-50-john-jacobs-supreme-steel-jj-e11675-c2-eyeglasses.html,John Jacobs,5000,Medium ?,135 mm,JJ E11675,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,3271
131427,Black Full Rim Square,https://www.lenskart.com/john-jacobs-jj-e11680-c3-eyeglasses.html,John Jacobs,5000,Narrow ?,132 mm,JJ E11680,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,3117
131500,Blue Full Rim Square,https://www.lenskart.com/vincent-chase-vc-e11797-c3-eyeglasses.html,Vincent Chase,1700,Medium ?,134 mm,VC E11797,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1180
133686,Black Rimless Rectangle,https://www.lenskart.com/john-jacobs-jj-e11318-rectangle-c4-eyeglasses.html,John Jacobs,5000,Narrow ?,132 mm,JJ E11318,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,3358
134224,Black Blue Full Rim Rectangle,https://www.lenskart.com/john-jacobs-jj-e10232-c4-full-rim-rectangle-eyeglasses.html,John Jacobs,3500,Wide ?,141 mm,JJ E10232,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2327
134538,Aqualens Monthly Disposable 10Hrs,https://www.lenskart.com/aqualens-10-h-montly-disposable-contact-lens-3-lens-box.html,null,329,null,null,Aqualens Monthly Disposable 10Hrs,null,null,205
134577,Silver Rimless Cat Eye,https://www.lenskart.com/john-jacobs-jj-e12342-c1-eyeglasses.html,John Jacobs,5000,Narrow ?,132 mm,JJ E12342,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,3346
134722,Aqualens Daily Disposable 10Hrs,https://www.lenskart.com/aqualens-daily-disposable-contact-lenses-10-lenses-box.html,null,319,null,null,Aqualens Daily Disposable 10Hrs,null,null,204
134738,Black Full Rim Square,https://www.lenskart.com/vincent-chase-vc-e12392-c1-eyeglasses.html,Vincent Chase,1700,Extra Wide ?,142 mm,VC E12392,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1066
134745,Black Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e12395-c1-eyeglasses.html,Vincent Chase,1700,Wide ?,138 mm,VC E12395,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1151
134826,Silver Full Rim Square,https://www.lenskart.com/silver-black-full-rim-rectangle-large-size-56-vincent-chase-online-steel-escobar-vc-e12422-c3-eyeglasses.html,Vincent Chase,1700,Wide ?,138 mm,VC E12422,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1053
134828,Gunmetal Full Rim Round,https://www.lenskart.com/gunmetal-black-full-rim-round-small-size-49-vincent-chase-online-steel-escobar-vc-e12423-c2-eyeglasses.html,Vincent Chase,1700,Medium ?,136 mm,VC E12423,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1129
134940,Black Full Rim Hexagonal,https://www.lenskart.com/john-jacobs-jj-s12470-c2-sunglasses.html,John Jacobs,5000,Wide ?,139 mm,JJ S12470,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,3100
134947,Gunmetal Full Rim Hexagonal,https://www.lenskart.com/john-jacobs-jj-s12472-c2-sunglasses.html,John Jacobs,5000,Medium ?,137 mm,JJ S12472,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,3314
135213,Gunmetal Silver Full Rim Square,https://www.lenskart.com/john-jacobs-full-rim-aviator-jj-s12504-c1-sunglasses.html,John Jacobs,5000,Wide ?,138 mm,JJ S12504,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,3047
135218,Aqualens Toric Monthly Disposable 24Hrs,https://www.lenskart.com/aqualens-24h-toric-contact-lens-3-lens-box.html,null,999,null,null,Aqualens Toric Monthly Disposable 24Hrs,null,null,602
135438,Gold Rimless Rectangle,https://www.lenskart.com/john-jacobs-rimless-jj-e12610-c1-eyeglasses.html,John Jacobs,3500,Medium ?,134 mm,JJ E12610,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2231
135439,Silver Rimless Rectangle,https://www.lenskart.com/john-jacobs-rimless-jj-e12610-c2-eyeglasses.html,John Jacobs,3500,Medium ?,134 mm,JJ E12610,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2237
135440,Gunmetal Black Rimless Rectangle,https://www.lenskart.com/john-jacobs-rimless-jj-e12610-c3-eyeglasses.html,John Jacobs,3500,Medium ?,134 mm,JJ E12610,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2292
135646,Black Rimless Square,https://www.lenskart.com/john-jacobs-jj-e12634-c1-eyeglasses.html,John Jacobs,5000,Wide ?,139 mm,JJ E12634,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,3173
135933,Blue Half Rim Cat Eye,https://www.lenskart.com/vincent-chase-vc-e12666-c2-eyeglasses.html,Vincent Chase,1700,Medium ?,134 mm,VC E11860,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1085
136174,Transparent Full Rim Wayfarer,https://www.lenskart.com/john-jacobs-jj-e10235-c7-eyeglasses.html,John Jacobs,3500,Medium ?,135 mm,JJ E10235,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2265
136177,Transparent Full Rim Rectangle,https://www.lenskart.com/transparent-tortoise-full-rim-square-medium-size-52-john-jacobs-rich-acetate-jj-e11820-c4-eyeglasses.html,John Jacobs,3500,Medium ?,137 mm,JJ E11820,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2204
136403,Gunmetal Grey Full Rim Aviator,https://www.lenskart.com/john-jacobs-jj-s12808-c1-sunglasses.html,John Jacobs,3500,Medium ?,135 mm,JJ S12808,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,2335
136711,Black Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e12852-c1-eyeglasses.html,Lenskart Air,1700,Medium ?,134 mm,LA E12852,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1025
136712,Grey Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e12852-c2-eyeglasses.html,Lenskart Air,1700,Medium ?,134 mm,LA E12852,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1077
137022,Silver Full Rim Geometric,https://www.lenskart.com/vincent-chase-vc-s12917-c1-sunglasses.html,Vincent Chase Polarized,2000,Wide ?,142 mm,VC S12917,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1373
137156,Silver Full Rim Aviator,https://www.lenskart.com/john-jacobs-jj-s12962-c2-sunglasses.html,John Jacobs,5000,Wide ?,138 mm,JJ S12962,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,3324
137709,Matte Black Silver Full Rim Clubmaster,https://www.lenskart.com/vincent-chase-vc-s12973-c1-sunglasses.html,Vincent Chase Polarized,2000,Wide ?,142 mm,VC S12973,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1297
137918,Transparent Full Rim Rectangle,https://www.lenskart.com/john-jacobs-jj-e13024-c2-eyeglasses.html,John Jacobs,3500,Narrow ?,130 mm,JJ E13024,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2164
137920,Black Full Rim Wayfarer,https://www.lenskart.com/john-jacobs-jj-s13025-c1-sunglasses.html,John Jacobs,5000,Wide ?,140 mm,JJ S13025,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,3037
137930,Grey Full Rim Round,https://www.lenskart.com/vincent-chase-vc-e13033-c2-eyeglasses.html,Vincent Chase,1700,Extra Wide ?,142 mm,VC E13033,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1171
137934,Black Full Rim Cat Eye,https://www.lenskart.com/vincent-chase-vc-e13029-c1-eyeglasses.html,Vincent Chase,1700,Medium ?,136 mm,VC E13029,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1041
137935,Purple Brown Full Rim Cat Eye,https://www.lenskart.com/vincent-chase-vc-e13029-c2-eyeglasses.html,Vincent Chase,1700,Medium ?,136 mm,VC E13029,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1160
137971,Black Full Rim Square,https://www.lenskart.com/lenskart-air-la-e13032-c1-eyeglasses.html,Lenskart Air,1700,Medium ?,134 mm,LA E13068,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1154
137975,Blue Full Rim Square,https://www.lenskart.com/lenskart-air-la-e13033-c2-eyeglasses.html,Lenskart Air,1700,Medium ?,135 mm,LA E13069,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1096
137980,Black Full Rim Round,https://www.lenskart.com/lenskart-air-la-e13035-c1-eyeglasses.html,Lenskart Air,1700,Narrow ?,132 mm,LA E13071,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1064
137999,Grey Full Rim Square,https://www.lenskart.com/matte-blue-black-full-rim-square-vincent-chase-steel-escobar-vc-e13045-c2-eyeglasses.html,Vincent Chase,1700,Medium ?,132 mm,VC E13045,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1184
138002,Black Full Rim Aviator,https://www.lenskart.com/vincent-chase-vc-e13046-c3-eyeglasses.html,Vincent Chase,1700,Wide ?,140 mm,VC E13046,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1096
138049,Matte Black Full Rim Rectangle,https://www.lenskart.com/lenskart-air-la-e13063-c1-eyeglasses.html,Lenskart Air,1700,Extra Wide ?,145 mm,LA E13063,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1085
138264,Black Full Rim Clubmaster,https://www.lenskart.com/john-jacobs-jj-s13089-c1-sunglasses.html,John Jacobs,6000,Wide ?,139 mm,JJ S13089,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,3707
138394,Golden Full Rim Round,https://www.lenskart.com/vincent-chase-vc-s13112-c4-sunglasses.html,Vincent Chase Polarized,2000,Medium ?,140 mm,VC S13112,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1357
139109,Blue Black Full Rim Square,https://www.lenskart.com/blue-black-full-rim-square-medium-size-53-vincent-chase-hd-acetate-vc-e11797-c3-colored-lens-tinted-eyeglasses.html,Vincent Chase Online,1700,Medium ?,134 mm,VC E11797,",Eyewear,Eyeglasses,Brands,Vincent Chase",null,1112
139760,Grey Full Rim Wayfarer,https://www.lenskart.com/john-jacobs-jj-s13227-c1-sunglasses.html,John Jacobs,5000,Medium ?,137 mm,JJ S13227,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,3286
140453,Grey Full Rim Round,https://www.lenskart.com/vincent-chase-vc-s11164-c7-full-rim-round-stainless-steel-stainless-steel-sunglasses.html,Vincent Chase Polarized,2000,Narrow ?,135 mm,VC S11164,",Eyewear,Sunglasses,Brands,Vincent Chase",with 1 year warranty,1293
140628,Black Full Rim Wayfarer,https://www.lenskart.com/john-jacobs-jj-s13311-c3-sunglasses.html,John Jacobs,5000,Extra Wide ?,142 mm,JJ S13311,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,3480
140632,Grey Transparent Full Rim Wayfarer,https://www.lenskart.com/john-jacobs-jj-s13313-c1-sunglasses.html,John Jacobs,5000,Wide ?,139 mm,JJ S13313,",Eyewear,Sunglasses,Brands,John Jacobs",with 1 year warranty,3263
140655,Gunmetal Half Rim Rectangle,https://www.lenskart.com/john-jacobs-jj-e10199-c9-eyeglasses.html,John Jacobs,5000,Narrow ?,133 mm,JJ E10199,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,3155
141243,Black Full Rim Hexagonal,https://www.lenskart.com/john-jacobs-john-jacobs-jj-e12699-c3-eyeglass.html,John Jacobs,3500,Medium ?,137 mm,JJ E12699,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2185
142523,Transparent Full Rim Rectangle,https://www.lenskart.com/john-jacobs-jj-e13346-c1-eyeglasses.html,John Jacobs,3500,Wide ?,139 mm,JJ E13346,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2328
142524,Black Full Rim Rectangle,https://www.lenskart.com/john-jacobs-jj-e13346-c2-eyeglasses.html,John Jacobs,3500,Wide ?,139 mm,JJ E13346,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2268
142833,Matte Black Half Rim Cat Eye,https://www.lenskart.com/vincent-chase-vc-e11860-c5-eyeglasses.html,Vincent Chase,1700,Medium ?,134 mm,VC E11860,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1091
142834,Gunmetal Black Half Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e11891-c3-eyeglasses.html,Vincent Chase,1700,Medium ?,134 mm,VC E11891,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1169
142996,Golden Purple Half Rim Cat Eye,https://www.lenskart.com/vincent-chase-vc-e13393-c1-eyeglasses.html,Vincent Chase,1700,Narrow ?,132 mm,VC E13393,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1151
142997,Silver Black Half Rim Cat Eye,https://www.lenskart.com/vincent-chase-vc-e13393-c2-eyeglasses.html,Vincent Chase,1700,Narrow ?,132 mm,VC E13393,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1149
143002,Blue Brown Full Rim Round,https://www.lenskart.com/vincent-chase-vc-e13394-c4-eyeglasses.html,Vincent Chase,1700,Extra Narrow ?,128 mm,VC E13394,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1157
143006,Matte Black Half Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e13396-c1-eyeglasses.html,Vincent Chase,1700,Narrow ?,130 mm,VC E13396,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1049
143018,Matte Black Half Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e13400-c1-eyeglasses.html,Vincent Chase,1700,Narrow ?,130 mm,VC E13400,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1079
143688,Transparent Full Rim Wayfarer,https://www.lenskart.com/john-jacobs-jj-e13491-c2-eyeglasses.html,John Jacobs,3500,Medium ?,134 mm,JJ E13491,",Eyewear,Eyeglasses,Brands,John Jacobs",with 1 Year Warranty & 14 Day Return,2362
143890,Blue Block Screen Glasses: Gunmetal Grey Transparent Full Rim Square Lenskart BLU LB E13529-C5,https://www.lenskart.com/vincent-chase-vc-e13529-c5-eyeglasses.html,Lenskart Blu,2000,Medium ?,136 mm,LB E13529,",Eyewear,Eyeglasses,Brands,Lenskart Blu",null,1251
143903,Blue Block Screen Glasses: Matte Black Full Rim Square Lenskart Blu LB E13526-C1,https://www.lenskart.com/vincent-chase-vc-e13526-c1-eyeglasses.html,Lenskart Blu,1500,Medium ?,135 mm,LB E13526,",Eyewear,Eyeglasses,Brands,Lenskart Blu",null,1025
143904,Blue Block Screen Glasses: Transparent Full Rim Square Lenskart Blu LB E13526-C2,https://www.lenskart.com/vincent-chase-vc-e13526-c2-eyeglasses.html,Lenskart Blu,1500,Medium ?,135 mm,LB E13526,",Eyewear,Eyeglasses,Brands,Lenskart Blu",null,948
143906,Blue Block Screen Glasses: Blue Full Rim Square Lenskart Blu LB E13526-C4,https://www.lenskart.com/vincent-chase-vc-e13526-c4-eyeglasses.html,Lenskart Blu,1500,Medium ?,135 mm,LB E13526,",Eyewear,Eyeglasses,Brands,Lenskart Blu",null,1023
144127,Aqualens 24Hrs NXT Monthly Disposable,https://www.lenskart.com/aqualens-24-h-nxt-monthly-disposable-contact-lens-3-lens-box.html,null,799,null,null,Aqualens 24Hrs NXT Monthly Disposable,null,null,503
144128,Aqualens Toric Daily Disposable 24Hrs,https://www.lenskart.com/aqualens-24-h-daily-disposable-toric-contact-lens-30-lens-box.html,null,1899,null,null,Aqualens Toric Daily Disposable 24Hrs,null,null,1215
144725,Grey Transparent Full Rim Rectangle,https://www.lenskart.com/john-jacobs-jj-e13569-full-rim-c4-eyeglasses.html,John Jacobs,3500,Medium ?,135 mm,JJ E13569,",Eyewear,Eyeglasses,Brands,John Jacobs",null,2286
145512,Black Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e13624-full-rim-square-metal-steel-escobar-c3-eyeglasses.html,Vincent Chase,1700,Wide ?,140 mm,VC E13624,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1172
145531,Matte Black Full Rim Square,https://www.lenskart.com/vincent-chase-vc-e13628-full-rim-square-metal-steel-escobar-c1-eyeglasses.html,Vincent Chase,1700,Narrow ?,133 mm,VC E13628,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1083
145567,Black Gold Full Rim Geometric,https://www.lenskart.com/vincent-chase-vc-e13634-full-rim-rectangle-metal-steel-escobar-c1-eyeglasses.html,Vincent Chase,1700,Medium ?,135 mm,VC E13634,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1143
145694,Grey Transparent Full Rim Rectangle,https://www.lenskart.com/lenskart-air-la-e13643-c1-eyeglasses.html,Lenskart Air,1700,Wide ?,140 mm,LA E13643,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1174
145696,Blue Transparent Full Rim Rectangle,https://www.lenskart.com/lenskart-air-la-e13643-c3-eyeglasses.html,Lenskart Air,1700,Wide ?,140 mm,LA E13643,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1110
145702,Matte Blue Full Rim Aviator,https://www.lenskart.com/vincent-chase-vincent-chase-vc-e13047-full-rim-aviator-stainless-steel-c4-eyeglasses.html,Vincent Chase,1700,Narrow ?,130 mm,VC E13047,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1171
145919,Black Full Rim Rectangle,https://www.lenskart.com/vincent-chase-vc-e13676-full-rim-acetate-c1-eyeglasses.html,Vincent Chase,1700,Extra Narrow ?,126 mm,VC E13676,",Eyewear,Eyeglasses,Brands,Vincent Chase",with 1 Year Warranty & 14 Day Return,1028
145974,Matte Black Rimless Rectangle,https://www.lenskart.com/lenskart-air-la-0353-rimless-rectangle-tr90-c2-eyeglasses.html,Lenskart Air,1700,Extra Narrow ?,123 mm,LA 0353,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,1132
145980,Matte Dark Blue Full Rim Rectangle,https://www.lenskart.com/lenskart-air-la-e11411-n-full-rim-rectangle-clip-on-c2-eyeglasses.html,Lenskart Air,3000,Narrow ?,132 mm,LA E11411-N,",Eyewear,Eyeglasses,Brands,Lenskart Air",with 1 Year Warranty & 14 Day Return,2010
